Year,CategoryRaw,week,value,short_desc,Type,five_year_avg_value
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2016-11-06,97,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2016-05-29,24,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2016-06-05,35,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2016-06-12,45,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2016-06-19,56,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2016-06-26,66,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2016-07-03,76,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2016-07-10,85,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2016-07-17,93,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2016-07-24,96,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2016-10-09,6,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2016-10-16,12,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2016-10-23,23,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2016-10-30,36,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2016-11-06,48,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2016-11-13,61,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2016-11-20,75,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2016-11-27,82,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-05-01,4,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-05-08,9,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-05-15,19,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-05-22,28,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-05-29,40,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-06-05,50,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-06-12,58,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-06-19,69,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-06-26,79,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-07-03,87,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-07-10,93,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2016-07-17,97,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2016-07-24,8,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2016-07-31,18,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2016-08-07,30,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2016-08-14,42,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2016-08-21,54,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2016-08-28,66,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2016-09-04,78,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2016-09-11,88,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2016-09-18,95,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2016-09-25,98,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2016,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2016-10-02,99,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2017,PCT BLOOMING,2017-07-02,3,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,NA
2017,PCT BLOOMING,2017-07-09,5,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,NA
2017,PCT BLOOMING,2017-07-16,15,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,13
2017,PCT BLOOMING,2017-07-23,30,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,23
2017,PCT BLOOMING,2017-07-30,45,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,39
2017,PCT BLOOMING,2017-08-06,55,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,53
2017,PCT BLOOMING,2017-08-13,67,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,67
2017,PCT BLOOMING,2017-08-20,80,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,78
2017,PCT BLOOMING,2017-08-27,90,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,86
2017,PCT BLOOMING,2017-09-03,94,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,92
2017,PCT BLOOMING,2017-09-10,98,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,96
2017,PCT DROPPING LEAVES,2017-08-27,0,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2017,PCT DROPPING LEAVES,2017-09-03,5,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2017,PCT DROPPING LEAVES,2017-09-10,15,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,7
2017,PCT DROPPING LEAVES,2017-09-17,22,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,14
2017,PCT DROPPING LEAVES,2017-09-24,33,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,27
2017,PCT DROPPING LEAVES,2017-10-01,48,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,40
2017,PCT DROPPING LEAVES,2017-10-08,67,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,55
2017,PCT DROPPING LEAVES,2017-10-15,77,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,73
2017,PCT DROPPING LEAVES,2017-10-22,86,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,86
2017,PCT DROPPING LEAVES,2017-10-29,94,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,92
2017,PCT DROPPING LEAVES,2017-11-05,98,"SOYBEANS - PROGRESS, MEASURED IN PCT DROPPING LEAVES",Actual,96
2017,PCT EMERGED,2017-05-14,2,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,NA
2017,PCT EMERGED,2017-05-21,9,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,NA
2017,PCT EMERGED,2017-05-28,20,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,NA
2017,PCT EMERGED,2017-06-04,33,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,31
2017,PCT EMERGED,2017-06-11,52,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,41
2017,PCT EMERGED,2017-06-18,66,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,52
2017,PCT EMERGED,2017-06-25,73,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,61
2017,PCT EMERGED,2017-07-02,86,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,72
2017,PCT EMERGED,2017-07-09,92,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,82
2017,PCT EMERGED,2017-07-16,97,"SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED",Actual,90
2017,PCT HARVESTED,2017-09-24,0,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,NA
2017,PCT HARVESTED,2017-10-01,5,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,NA
2017,PCT HARVESTED,2017-10-08,11,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,NA
2017,PCT HARVESTED,2017-10-15,20,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,10
2017,PCT HARVESTED,2017-10-22,32,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,21
2017,PCT HARVESTED,2017-10-29,40,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,36
2017,PCT HARVESTED,2017-11-05,53,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,49
2017,PCT HARVESTED,2017-11-12,63,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,62
2017,PCT HARVESTED,2017-11-19,71,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,75
2017,PCT HARVESTED,2017-11-26,83,"SOYBEANS - PROGRESS, MEASURED IN PCT HARVESTED",Actual,84
2017,PCT PLANTED,2017-04-30,1,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,NA
2017,PCT PLANTED,2017-05-07,11,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,8
2017,PCT PLANTED,2017-05-14,18,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,16
2017,PCT PLANTED,2017-05-21,32,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,24
2017,PCT PLANTED,2017-05-28,43,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,35
2017,PCT PLANTED,2017-06-04,58,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,46
2017,PCT PLANTED,2017-06-11,73,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,55
2017,PCT PLANTED,2017-06-18,81,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,64
2017,PCT PLANTED,2017-06-25,86,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,73
2017,PCT PLANTED,2017-07-02,93,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,83
2017,PCT PLANTED,2017-07-09,97,"SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED",Actual,91
2017,PCT SETTING PODS,2017-07-09,0,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,NA
2017,PCT SETTING PODS,2017-07-16,6,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,NA
2017,PCT SETTING PODS,2017-07-23,16,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,NA
2017,PCT SETTING PODS,2017-07-30,23,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,15
2017,PCT SETTING PODS,2017-08-06,32,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,24
2017,PCT SETTING PODS,2017-08-13,43,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,38
2017,PCT SETTING PODS,2017-08-20,50,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,51
2017,PCT SETTING PODS,2017-08-27,68,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,63
2017,PCT SETTING PODS,2017-09-03,79,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,73
2017,PCT SETTING PODS,2017-09-10,91,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,84
2017,PCT SETTING PODS,2017-09-17,95,"SOYBEANS - PROGRESS, MEASURED IN PCT SETTING PODS",Actual,92
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2017-07-16,13,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2017-07-23,23,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2017-07-30,39,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2017-08-06,53,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2017-08-13,67,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2017-08-20,78,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2017-08-27,86,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2017-09-03,92,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",2017-09-10,96,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT BLOOMING",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2017-09-10,7,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2017-09-17,14,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2017-09-24,27,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2017-10-01,40,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2017-10-08,55,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2017-10-15,73,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2017-10-22,86,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2017-10-29,92,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",2017-11-05,96,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT DROPPING LEAVES",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2017-06-04,31,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2017-06-11,41,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2017-06-18,52,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2017-06-25,61,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2017-07-02,72,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2017-07-09,82,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",2017-07-16,90,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2017-10-15,10,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2017-10-22,21,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2017-10-29,36,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2017-11-05,49,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2017-11-12,62,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2017-11-19,75,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",2017-11-26,84,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2017-05-07,8,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2017-05-14,16,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2017-05-21,24,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2017-05-28,35,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2017-06-04,46,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2017-06-11,55,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2017-06-18,64,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2017-06-25,73,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2017-07-02,83,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",2017-07-09,91,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2017-07-30,15,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2017-08-06,24,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2017-08-13,38,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2017-08-20,51,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2017-08-27,63,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2017-09-03,73,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2017-09-10,84,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2017,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",2017-09-17,92,"SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SETTING PODS",Actual,NA
2018,PCT BLOOMING,2018-07-01,1,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,NA
2018,PCT BLOOMING,2018-07-08,8,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,NA
2018,PCT BLOOMING,2018-07-15,18,"SOYBEANS - PROGRESS, MEASURED IN PCT BLOOMING",Actual,13
